accuracy,loss,val_accuracy,val_loss,learning_rate
0.7186863422393799,0.6262732744216919,0.7046768069267273,0.522609293460846,0.0010000000474974513
0.8671920895576477,0.3741002380847931,0.8328954577445984,0.4524550437927246,0.0010000000474974513
0.9252545237541199,0.22593647241592407,0.8991066813468933,0.282856285572052,0.0010000000474974513
0.9431198835372925,0.15967777371406555,0.8717814087867737,0.37081798911094666,0.0010000000474974513
0.9569786787033081,0.10510571300983429,0.808197557926178,0.5949748158454895,0.0010000000474974513
0.9688013195991516,0.06899232417345047,0.8765107989311218,0.3792341947555542,0.0005000000237487257
